Date,Elevation (ft AMSL),Temp (oC),DO (mg/L)
1/4/2010,559.4,10.3,6.81
1/4/2010,550,10.3,6.84
1/4/2010,530,10.3,6.5
1/4/2010,510,10.3,5.86
1/4/2010,490,10.3,5.7
1/11/2010,560.2,10.4,7.39
1/11/2010,550,10.4,7.19
1/11/2010,530,10.3,6.58
1/11/2010,510,10.3,6.29
1/11/2010,490,10.2,6.06
1/25/2010,561.7,10.2,8.45
1/25/2010,550,10.1,8.5
1/25/2010,530,10.1,8.29
1/25/2010,510,10.2,7.87
1/25/2010,490,10.2,7.52
2/1/2010,562.5,10.2,7.62
2/1/2010,550,10.2,7.37
2/1/2010,530,10.1,6.68
2/1/2010,510,10.2,6.84
2/1/2010,490,10.2,6.46
2/8/2010,562.5,10.4,8.07
2/8/2010,550,10.2,7.59
2/8/2010,530,10.2,7.14
2/8/2010,510,10.1,6.8
2/8/2010,490,10.1,6.74
2/18/2010,562.6,10.6,7.81
2/18/2010,550,10.2,7.07
2/18/2010,530,10.2,6.49
2/18/2010,510,10.1,6.26
2/18/2010,490,10.1,5.99
2/22/2010,562.6,10.7,8.26
2/22/2010,550,10.3,7.83
2/22/2010,530,10.2,7.07
2/22/2010,510,10.1,6.81
2/22/2010,490,10.2,6.48
3/1/2010,562.7,11.2,8.8
3/1/2010,550,10.5,7.24
3/1/2010,530,10.3,6.59
3/1/2010,510,10.2,6.03
3/1/2010,490,10.2,5.63
3/8/2010,562.6,11,7.1
3/8/2010,550,10.5,6.19
3/8/2010,530,10.3,5.7
3/8/2010,510,10.3,5.19
3/8/2010,490,10.2,4.95
3/15/2010,562.6,11.6,8.5
3/15/2010,550,10.6,5.99
3/15/2010,530,10.3,5.79
3/15/2010,510,10.3,5.15
3/15/2010,490,10.2,4.68
3/22/2010,562.5,11.6,8.34
3/22/2010,550,10.5,6.33
3/22/2010,530,10.3,5.76
3/22/2010,510,10.3,5.38
3/22/2010,490,10.3,4.62
4/5/2010,562.3,12.4,8.55
4/5/2010,550,10.8,6.27
4/5/2010,530,10.3,5.48
4/5/2010,510,10.3,4.75
4/5/2010,490,10.3,4.6
4/19/2010,561.9,12.9,8.94
4/19/2010,550,11,6.1
4/19/2010,530,10.4,4.93
4/19/2010,510,10.4,4.47
4/19/2010,490,10.3,4.18
4/26/2010,561.7,13.1,9.24
4/26/2010,550,11.4,6.63
4/26/2010,530,10.4,5.42
4/26/2010,510,10.4,4.43
4/26/2010,490,10.3,4.51
5/3/2010,561.6,14.8,8.94
5/3/2010,550,11.8,6.61
5/3/2010,530,10.5,4.78
5/3/2010,510,10.4,3.77
5/3/2010,490,10.3,4.03
5/10/2010,561.5,16.8,7.35
5/10/2010,550,11.9,5.45
5/10/2010,530,10.5,4.16
5/10/2010,510,10.4,3.46
5/10/2010,490,10.4,3.29
5/17/2010,561.5,15,6.15
5/17/2010,550,11.8,4.81
5/17/2010,530,10.5,3.94
5/17/2010,510,10.4,3.56
5/17/2010,490,10.4,3.52
5/24/2010,561.4,15,5.07
5/24/2010,550,12.4,4.29
5/24/2010,530,10.6,4.23
5/24/2010,510,10.5,4.05
5/24/2010,490,10.5,3.94
6/2/2010,561.3,16.8,7.46
6/2/2010,550,12.6,3.67
6/2/2010,530,10.7,4.45
6/2/2010,510,10.6,4.45
6/2/2010,490,10.5,4.38
6/7/2010,566.3,19,8.98
6/7/2010,561.3,17.3,7.3
6/7/2010,556.3,15.4,3.74
6/7/2010,550,12.8,3.28
6/7/2010,530,10.6,4.64
6/7/2010,510,10.6,4.79
6/7/2010,490,10.6,4.79
6/14/2010,566.2,21.3,8.41
6/14/2010,561.2,17.8,6.19
6/14/2010,556.2,15,2.8
6/14/2010,550,13,2.55
6/14/2010,530,10.7,4.39
6/14/2010,510,10.6,4.51
6/14/2010,490,10.6,4.52
6/21/2010,566.1,21.3,9.79
6/21/2010,561.1,19.4,6.1
6/21/2010,556.1,15.6,2.7
6/21/2010,550,13,2.33
6/21/2010,530,10.7,4.55
6/21/2010,510,10.7,4.63
6/21/2010,490,10.6,4.53
6/28/2010,566,22.4,9.93
6/28/2010,561,19.6,5.45
6/28/2010,556,15.5,1.71
6/28/2010,550,13.4,1.73
6/28/2010,530,10.8,4.4
6/28/2010,510,10.7,4.5
6/28/2010,490,10.7,4.51
7/6/2010,565.9,22.3,9
7/6/2010,560.9,21.2,6.88
7/6/2010,555.9,16,1.26
7/6/2010,550,13.7,0.99
7/6/2010,530,10.9,4.44
7/6/2010,510,10.7,4.58
7/6/2010,490,10.7,4.53
7/12/2010,565.8,22.7,8.79
7/12/2010,560.8,21.2,6.35
7/12/2010,555.8,16.1,0.76
7/12/2010,550,13.8,0.57
7/12/2010,530,10.9,4.35
7/12/2010,510,10.8,4.44
7/12/2010,490,10.7,4.43
7/19/2010,565.7,23.7,7.97
7/19/2010,560.7,20.6,4.19
7/19/2010,555.7,16.4,0.15
7/19/2010,550,14,0.29
7/19/2010,530,10.9,3.98
7/19/2010,510,10.8,4.15
7/19/2010,490,10.8,4.11
7/26/2010,565.5,23,8.09
7/26/2010,560.5,21.7,6.03
7/26/2010,555.5,16.5,0.06
7/26/2010,550,14,0.14
7/26/2010,530,10.9,4.34
7/26/2010,510,10.8,4.51
7/26/2010,490,10.8,4.52
8/2/2010,565.4,22.6,9.45
8/2/2010,560.4,21.9,8.08
8/2/2010,555.4,16.5,0.09
8/2/2010,550,13.9,0.07
8/2/2010,530,10.9,4.51
8/2/2010,510,10.9,4.61
8/2/2010,490,10.8,4.47
8/9/2010,565.2,22.1,8.66
8/9/2010,560.2,22,8.49
8/9/2010,555.2,17.4,0.09
8/9/2010,550,14.5,0.08
8/9/2010,530,11,4.35
8/9/2010,510,10.9,4.43
8/9/2010,490,10.9,4.41
8/16/2010,565.1,22.5,8.24
8/16/2010,560.1,21.6,7.3
8/16/2010,555.1,17.4,0.09
8/16/2010,550,14.8,0.06
8/16/2010,530,11,4.18
8/16/2010,510,10.9,4.24
8/16/2010,490,10.9,4.18
8/23/2010,564.9,22.2,7.96
8/23/2010,559.9,21.4,4.55
8/23/2010,554.9,17.9,0.05
8/23/2010,550,14.5,0.05
8/23/2010,530,11,3.95
8/23/2010,510,10.9,3.99
8/23/2010,490,10.9,4.02
8/30/2010,564.7,21.6,7.69
8/30/2010,559.7,21.6,7.56
8/30/2010,554.7,18,0.06
8/30/2010,550,14.8,0.04
8/30/2010,530,11,4.1
8/30/2010,510,10.9,4.29
8/30/2010,490,10.9,4.22
9/13/2010,564.2,21,7.5
9/13/2010,559.2,21,7.51
9/13/2010,554.2,18.9,0.08
9/13/2010,550,15.4,0.05
9/13/2010,530,11,3.89
9/13/2010,510,11,3.99
9/13/2010,490,10.9,3.95
9/20/2010,563.9,21.3,8.04
9/20/2010,558.9,21.2,7.86
9/20/2010,553.9,18.9,0.22
9/20/2010,550,17.1,0.06
9/20/2010,530,11.1,3.75
9/20/2010,510,11,3.99
9/20/2010,490,11,3.93
9/27/2010,563.7,20.9,7.69
9/27/2010,558.7,20.2,6.1
9/27/2010,553.7,19.2,1.33
9/27/2010,550,17.4,0.05
9/27/2010,530,11.2,3.74
9/27/2010,510,11,3.88
9/27/2010,490,11,3.83
10/4/2010,563.4,20.5,7.04
10/4/2010,558.4,20.5,7.06
10/4/2010,553.4,20.4,6.95
10/4/2010,550,16.9,0.05
10/4/2010,530,11.2,3.52
10/4/2010,510,11.1,3.69
10/4/2010,490,11,3.66
10/11/2010,563.2,19.4,8.57
10/11/2010,558.2,19.2,8.04
10/11/2010,553.2,19,7
10/11/2010,550,18.2,3.04
10/11/2010,530,11.2,3.99
10/11/2010,510,11.1,4.16
10/11/2010,490,11,3.95
10/18/2010,563,18.7,8.17
10/18/2010,558,18.7,8.15
10/18/2010,553,18.7,8.12
10/18/2010,550,18.6,7.99
10/18/2010,530,11.3,3.74
10/18/2010,510,11.1,3.92
10/18/2010,490,11.1,3.89
10/25/2010,562.8,17.6,8.1
10/25/2010,557.8,17.6,8.08
10/25/2010,552.8,17.5,8.05
10/25/2010,550,17.5,8.03
10/25/2010,530,11.3,3.84
10/25/2010,510,11.2,3.94
10/25/2010,490,11.1,3.85
11/1/2010,562.6,16.3,8.64
11/1/2010,557.6,16.3,8.6
11/1/2010,552.6,16.2,8.55
11/1/2010,550,16.2,8.54
11/1/2010,530,11.3,3.97
11/1/2010,510,11.2,4.04
11/1/2010,490,11.2,3.97
11/10/2010,562.4,15.5,8.86
11/10/2010,557.4,15.4,8.82
11/10/2010,552.4,15.4,8.79
11/10/2010,550,15.4,8.79
11/10/2010,530,11.3,3.97
11/10/2010,510,11.2,4.07
11/10/2010,490,11.2,4.01
11/15/2010,562.3,15.1,9
11/15/2010,557.3,15.1,9.02
11/15/2010,552.3,15,9.07
11/15/2010,550,15,9
11/15/2010,530,11.4,4.17
11/15/2010,510,11.3,4.13
11/15/2010,490,11.2,4.06
11/24/2010,562.1,13.2,8.98
11/24/2010,557.1,13.2,8.99
11/24/2010,552.1,13.2,8.97
11/24/2010,550,13.2,8.96
11/24/2010,530,11.4,4.36
11/24/2010,510,11.3,4.18
11/24/2010,490,11.2,4.04
11/29/2010,562,12,7.95
11/29/2010,557,12,7.97
11/29/2010,552,12,7.99
11/29/2010,550,12,7.92
11/29/2010,530,11.9,7.59
11/29/2010,510,11.3,4.08
11/29/2010,490,11.3,3.79
12/6/2010,562.7,11.4,6.84
12/6/2010,557.7,11.4,6.84
12/6/2010,552.7,11.4,6.84
12/6/2010,550,11.4,6.84
12/6/2010,530,11.4,6.24
12/6/2010,510,11.4,6.5
12/6/2010,490,11.3,5.6
12/13/2010,563.7,12,8.78
12/13/2010,558.7,11.5,7.34
12/13/2010,553.7,11.4,7.2
12/13/2010,550,11.4,7.1
12/13/2010,530,11.3,6.57
12/13/2010,510,11.3,6.45
12/13/2010,490,11.3,6.15
1/10/2011,566.7,10.2,7.19
1/10/2011,561.7,10.2,7.07
1/10/2011,556.7,10.2,7.07
1/10/2011,550,10.2,7.08
1/10/2011,530,10.1,7.01
1/10/2011,510,10.1,7.02
1/10/2011,490,10.1,6.96
1/20/2011,567,10.8,8.98
1/20/2011,562,10.7,8.92
1/20/2011,557,10.7,8.87
1/20/2011,550,10.1,7.72
1/20/2011,530,10.1,7.49
1/20/2011,510,10,7.47
1/20/2011,490,9.9,7.48
1/24/2011,567.1,10.6,9.32
1/24/2011,562.1,10.5,9.28
1/24/2011,557.1,10.5,9.15
1/24/2011,550,10.2,7.6
1/24/2011,530,10.1,7.41
1/24/2011,510,10,7.3
1/24/2011,490,9.9,7.2
1/31/2011,567.4,10.5,9.18
1/31/2011,562.4,10.5,9.18
1/31/2011,557.4,10.4,9.02
1/31/2011,550,10.2,7.13
1/31/2011,530,10.1,6.98
1/31/2011,510,10,6.65
1/31/2011,490,10,6.68
2/14/2011,567.4,10.3,8.35
2/14/2011,562.4,10.2,8.43
2/14/2011,557.4,10.2,8.42
2/14/2011,550,10.2,8.23
2/14/2011,530,10.1,6.36
2/14/2011,510,10.1,5.76
2/14/2011,490,10,5.76
3/7/2011,567.4,10.7,8.77
3/7/2011,562.4,10.6,8.73
3/7/2011,557.4,10.6,8.7
3/7/2011,550,10.5,8.66
3/7/2011,530,9.8,7.85
3/7/2011,510,9.7,7.7
3/7/2011,490,9.6,7.68
3/21/2011,567.5,11,9.35
3/21/2011,562.5,10.9,9.23
3/21/2011,557.5,10.7,8.82
3/21/2011,550,10.4,8.38
3/21/2011,530,9.9,7.51
3/21/2011,510,9.7,7.24
3/21/2011,490,9.7,7.14
3/28/2011,567.5,11,10.15
3/28/2011,562.5,10.9,10.08
3/28/2011,557.5,10.7,9.97
3/28/2011,550,10.4,9.38
3/28/2011,530,10.1,8.46
3/28/2011,510,10,8.07
3/28/2011,490,9.8,7.58
4/4/2011,567.5,11.6,8.94
4/4/2011,562.5,10.8,8.88
4/4/2011,557.5,10.5,8.7
4/4/2011,550,10.4,8.41
4/4/2011,530,10.2,7.68
4/4/2011,510,10,7.39
4/4/2011,490,9.8,6.98
4/11/2011,567.5,12.3,8.7
4/11/2011,562.5,10.9,8.5
4/11/2011,557.5,10.5,8.37
4/11/2011,550,10.3,8.01
4/11/2011,530,10.1,7.44
4/11/2011,510,10,7.11
4/11/2011,490,9.9,6.7
4/18/2011,567.4,12.2,9.3
4/18/2011,562.4,10.9,8.92
4/18/2011,557.4,10.5,8.64
4/18/2011,550,10.4,8.47
4/18/2011,530,10.2,8.2
4/18/2011,510,10,7.46
4/18/2011,490,9.9,6.87
4/25/2011,567.4,13.2,8.53
4/25/2011,562.4,11.2,8.12
4/25/2011,557.4,10.6,8.06
4/25/2011,550,10.4,8.01
4/25/2011,530,10.2,7.43
4/25/2011,510,10,6.98
4/25/2011,490,9.9,6.26
5/2/2011,567.3,15,8.57
5/2/2011,562.3,13,8.01
5/2/2011,557.3,10.9,7.73
5/2/2011,550,10.4,7.49
5/2/2011,530,10.2,7.3
5/2/2011,510,10,6.8
5/2/2011,490,9.9,6.32
5/9/2011,567.3,17.3,9.04
5/9/2011,562.3,13.6,8.54
5/9/2011,557.3,11.2,8.06
5/9/2011,550,10.5,8.1
5/9/2011,530,10.2,7.37
5/9/2011,510,10.1,7.28
5/9/2011,490,9.9,6.6
5/16/2011,567.3,16.7,8.98
5/16/2011,562.3,15.1,8.66
5/16/2011,557.3,11.8,7.71
5/16/2011,550,10.6,7.82
5/16/2011,530,10.2,7.25
5/16/2011,510,10.1,6.76
5/16/2011,490,9.9,6.1
5/23/2011,567.3,17.1,9.11
5/23/2011,562.3,17,9.12
5/23/2011,557.3,13.1,7.68
5/23/2011,550,10.8,7.47
5/23/2011,530,10.2,7.19
5/23/2011,510,10.1,6.7
5/23/2011,490,10,6.2
5/31/2011,567.3,17.1,9.11
5/31/2011,562.3,16.4,8.78
5/31/2011,557.3,13.2,7.28
5/31/2011,550,10.6,7.36
5/31/2011,530,10.2,6.82
5/31/2011,510,10.1,6.53
5/31/2011,490,10,5.48
6/6/2011,567.2,16.1,9.23
6/6/2011,562.2,16,9.2
6/6/2011,557.2,14.3,7.44
6/6/2011,550,10.9,7.29
6/6/2011,530,10.2,6.66
6/6/2011,510,10.1,5.94
6/6/2011,490,10.2,5.02
6/13/2011,567.2,18.4,9.61
6/13/2011,562.2,16.4,10.16
6/13/2011,557.2,14.5,8.19
6/13/2011,550,11.2,6.87
6/13/2011,530,10.2,6.76
6/13/2011,510,10.1,6.09
6/13/2011,490,10,5.07
6/20/2011,567.1,21.5,8.58
6/20/2011,562.1,17.7,9.77
6/20/2011,557.1,15.2,10.7
6/20/2011,550,11.3,6.36
6/20/2011,530,10.3,6.55
6/20/2011,510,10.1,6.02
6/20/2011,490,10.1,5.48
6/27/2011,567,22.1,8.4
6/27/2011,562,18,9.99
6/27/2011,557,15.6,11.2
6/27/2011,550,11.7,4.94
6/27/2011,530,10.3,6.34
6/27/2011,510,10.2,6.29
6/27/2011,490,10.2,6.07
7/5/2011,566.9,23,10.25
7/5/2011,561.9,20,10.02
7/5/2011,556.9,16.5,11.51
7/5/2011,550,12.2,4.25
7/5/2011,530,10.3,6.71
7/5/2011,510,10.2,6.78
7/5/2011,490,10.2,6.73
7/11/2011,566.8,22.8,8.1
7/11/2011,561.8,19.9,9.15
7/11/2011,556.8,16.2,10.12
7/11/2011,550,12.5,4.48
7/11/2011,530,10.3,6.64
7/11/2011,510,10.2,6.7
7/11/2011,490,10.2,6.47
7/18/2011,566.6,22.9,11.37
7/18/2011,561.6,20.8,7.57
7/18/2011,556.6,16.5,8.35
7/18/2011,550,12.5,3.58
7/18/2011,530,10.3,5.87
7/18/2011,510,10.3,6.08
7/18/2011,490,10.3,5.96
7/25/2011,566.5,23,9.7
7/25/2011,561.5,21.4,6.45
7/25/2011,556.5,16.5,7.96
7/25/2011,550,12.4,3.44
7/25/2011,530,10.3,6.63
7/25/2011,510,10.3,6.6
7/25/2011,490,10.3,6.43
8/1/2011,566.4,22.8,8.72
8/1/2011,561.4,22.1,6.38
8/1/2011,556.4,16.7,6.51
8/1/2011,550,13,3.01
8/1/2011,530,10.4,6.23
8/1/2011,510,10.3,6.28
8/1/2011,490,10.3,6.18
8/8/2011,566.3,23.2,9.14
8/8/2011,561.3,23.1,9.1
8/8/2011,556.3,21.7,5.51
8/8/2011,550,13,2.52
8/8/2011,530,10.4,6.28
8/8/2011,510,10.3,6.37
8/8/2011,490,10.3,6.35
8/15/2011,566.2,23.1,9.29
8/15/2011,561.2,21.9,7.02
8/15/2011,556.2,17.7,3.06
8/15/2011,550,12.9,1.84
8/15/2011,530,10.4,6.04
8/15/2011,510,10.3,6.07
8/15/2011,490,10.3,6.02
8/22/2011,566.1,22.4,9.36
8/22/2011,561.1,22.2,9.05
8/22/2011,556.1,17.3,2.12
8/22/2011,550,13.3,1.5
8/22/2011,530,10.4,5.95
8/22/2011,510,10.3,5.94
8/22/2011,490,10.3,5.88
8/29/2011,566,22.5,8.27
8/29/2011,561,22.1,7.67
8/29/2011,556,17.6,1.5
8/29/2011,550,13.4,1.06
8/29/2011,530,10.5,5.82
8/29/2011,510,10.4,5.99
8/29/2011,490,10.4,5.96
9/6/2011,565.9,22.1,8.48
9/6/2011,560.9,21.7,8.02
9/6/2011,555.9,17.8,0.43
9/6/2011,550,14,0.62
9/6/2011,530,10.4,5.14
9/6/2011,510,10.4,5.26
9/6/2011,490,10.4,5.11
9/12/2011,565.8,21.7,7.72
9/12/2011,560.8,21.7,7.65
9/12/2011,555.8,18.4,0.13
9/12/2011,550,13.3,0.48
9/12/2011,530,10.5,5.06
9/12/2011,510,10.4,5.15
9/12/2011,490,10.4,5.15
9/19/2011,565.7,21.7,6.44
9/19/2011,560.7,21.6,6.59
9/19/2011,555.7,19.1,0.24
9/19/2011,550,13.3,0.3
9/19/2011,530,10.5,4.93
9/19/2011,510,10.4,5
9/19/2011,490,10.4,4.89
9/26/2011,565.6,21.1,6.61
9/26/2011,560.6,21.1,6.46
9/26/2011,555.6,18.9,0.15
9/26/2011,550,14.4,0.12
9/26/2011,530,10.5,4.76
9/26/2011,510,10.4,4.87
9/26/2011,490,10.4,4.68
10/6/2011,565.4,19.4,5.45
10/6/2011,560.4,19.3,5.52
10/6/2011,555.4,19.3,5.58
10/6/2011,550,14.9,0.15
10/6/2011,530,10.5,4.6
10/6/2011,510,10.5,4.66
10/6/2011,490,10.4,4.62
10/10/2011,565.4,19,5.48
10/10/2011,560.4,19,5.56
10/10/2011,555.4,18.8,5.35
10/10/2011,550,15.4,0.15
10/10/2011,530,10.6,4.48
10/10/2011,510,10.5,4.6
10/10/2011,490,10.4,4.51
10/17/2011,565.2,19.3,4.15
10/17/2011,560.2,19.2,4.18
10/17/2011,555.2,18.7,3.66
10/17/2011,550,15.6,0.2
10/17/2011,530,10.6,4.1
10/17/2011,510,10.5,4.24
10/17/2011,490,10.5,4.2
10/24/2011,565.1,18.9,4.05
10/24/2011,560.1,18.9,3.7
10/24/2011,555.1,18.6,3.43
10/24/2011,550,16.3,2.7
10/24/2011,530,10.7,4.38
10/24/2011,510,10.5,4.35
10/24/2011,490,10.5,4.25
10/31/2011,565,17.2,7.76
10/31/2011,560,17.2,7.71
10/31/2011,555,17.2,7.66
10/31/2011,550,17.1,7.39
10/31/2011,530,10.5,5.67
10/31/2011,510,10.5,5.52
10/31/2011,490,10.4,5.4
11/7/2011,564.9,15.5,8.98
11/7/2011,559.9,15.5,8.88
11/7/2011,554.9,15.5,8.84
